athleteId,season,sport,date,dist,seconds,place,grade,meetId
22945,2005,xc,2005-10-27,5000,1093,5,9,117
22946,2005,xc,2005-09-07,5000,1408,52,11,56
22946,2005,xc,2005-09-17,5000,1278,125,11,24
22946,2005,xc,2005-09-21,5000,1312,22,11,113
22946,2005,xc,2005-09-24,5000,1395,189,11,15
22946,2005,xc,2005-10-05,5000,1358,,11,114
22946,2005,xc,2005-10-12,5000,1313,,11,115
22946,2005,xc,2005-10-15,5000,1311,,11,28
22946,2005,xc,2005-10-19,5000,1350,,11,116
22946,2005,xc,2005-10-27,5000,1302,86,11,117
22947,2005,xc,2005-09-07,5000,1138,24,9,56
22947,2005,xc,2005-09-17,5000,1076,3,9,24
22947,2005,xc,2005-09-21,5000,1109,11,9,113
22947,2005,xc,2005-09-24,5000,1100,19,9,15
22947,2005,xc,2005-10-05,5000,1076,,9,114
22947,2005,xc,2005-10-12,5000,1091,5,9,115
22947,2005,xc,2005-10-15,5000,1075,,9,28
22947,2005,xc,2005-10-19,5000,1110,,9,116
22947,2005,xc,2005-10-27,5000,1068,28,9,117
22948,2005,xc,2005-09-07,5000,1359,41,10,56
22948,2005,xc,2005-09-17,5000,1208,76,10,24
22948,2005,xc,2005-09-21,5000,1281,17,10,113
22948,2005,xc,2005-10-12,5000,1286,,10,115
22948,2005,xc,2005-10-27,5000,1244,66,10,117
16269,2005,xc,2005-09-07,5000,1070,7,11,56
16269,2005,xc,2005-09-17,5000,1008.2,12,11,24
16269,2005,xc,2005-09-21,5000,1064,4,11,113
16269,2005,xc,2005-09-24,5000,1047,6,11,15
16269,2005,xc,2005-10-05,5000,1014,10,11,114
16269,2005,xc,2005-10-12,5000,1114,10,11,115
16269,2005,xc,2005-10-15,5000,1030.6,35,11,28
16269,2005,xc,2005-10-19,5000,1042,,11,116
16269,2005,xc,2005-10-27,5000,1043,18,11,117
14351,2005,xc,2005-09-07,5000,1291,25,10,56
14351,2005,xc,2005-09-17,5000,1306,137,10,24
14351,2005,xc,2005-09-21,5000,1194,6,10,113
14351,2005,xc,2005-09-24,5000,1223,89,10,15
14351,2005,xc,2005-10-05,5000,1162,9,10,114
14351,2005,xc,2005-10-12,5000,1137,,10,115
14351,2005,xc,2005-10-15,5000,1107,,10,28
14351,2005,xc,2005-10-19,5000,1142,,10,116
14351,2005,xc,2005-10-27,5000,1131,18,10,117
22950,2005,xc,2005-09-07,5000,1400,47,10,56
22950,2005,xc,2005-09-17,5000,1341,155,10,24
22950,2005,xc,2005-09-21,5000,1321,26,10,113
22950,2005,xc,2005-09-24,5000,1411,197,10,15
22950,2005,xc,2005-10-05,5000,1358,,10,114
887,2005,xc,2005-09-07,5000,1174,4,12,56
887,2005,xc,2005-09-17,5000,1095.5,67,12,24
887,2005,xc,2005-09-21,5000,1133,18,12,113
887,2005,xc,2005-09-24,5000,1099,35,12,15
887,2005,xc,2005-10-05,5000,1117,,12,114
887,2005,xc,2005-10-12,5000,1083,4,12,115
887,2005,xc,2005-10-15,5000,1070,,12,28
887,2005,xc,2005-10-19,5000,1167,,12,116
887,2005,xc,2005-10-27,5000,1081,1,12,117
14339,2005,xc,2005-09-07,5000,1226,14,10,56
14339,2005,xc,2005-09-17,5000,1128,21,10,24
14339,2005,xc,2005-09-21,5000,1189,4,10,113
14339,2005,xc,2005-09-24,5000,1167,51,10,15
14339,2005,xc,2005-10-05,5000,1124,,10,114
14339,2005,xc,2005-10-12,5000,1134,,10,115
14339,2005,xc,2005-10-15,5000,1133,,10,28
14339,2005,xc,2005-10-19,5000,1161,,10,116
14339,2005,xc,2005-10-27,5000,1136,20,10,117
22951,2005,xc,2005-09-07,5000,1341,37,12,56
22951,2005,xc,2005-09-17,5000,1334,152,12,24
22951,2005,xc,2005-09-21,5000,1317,24,12,113
22951,2005,xc,2005-10-05,5000,1330,,12,114
22951,2005,xc,2005-10-12,5000,1310,,12,115
22951,2005,xc,2005-10-19,5000,1330,,12,116
22951,2005,xc,2005-10-27,5000,1293,84,12,117
987,2005,xc,2005-09-07,5000,1290,10,12,56
987,2005,xc,2005-09-17,5000,1222,38,12,24
987,2005,xc,2005-09-21,5000,1267,9,12,113
987,2005,xc,2005-09-24,5000,1257,27,12,15
987,2005,xc,2005-10-05,5000,1227,7,12,114
987,2005,xc,2005-10-12,5000,1261,6,12,115
987,2005,xc,2005-10-15,5000,1244.2,73,12,28
987,2005,xc,2005-10-27,5000,1278,20,12,117
14437,2005,xc,2005-09-17,5000,1385,38,10,24
14437,2005,xc,2005-09-21,5000,1391,21,10,113
14437,2005,xc,2005-09-24,5000,1452,43,10,15
14437,2005,xc,2005-10-05,5000,1386,24,10,114
14437,2005,xc,2005-10-12,5000,1409,15,10,115
14437,2005,xc,2005-10-15,5000,1393,57,10,28
14437,2005,xc,2005-10-19,5000,1409,21,10,116
14437,2005,xc,2005-10-27,5000,1403,12,10,117
22931,2005,xc,2005-09-07,3000,837,3,9,56
22931,2005,xc,2005-09-17,5000,1326,13,9,24
22931,2005,xc,2005-09-21,5000,1370,17,9,113
22931,2005,xc,2005-09-24,5000,1354,16,9,15
22931,2005,xc,2005-10-05,5000,1294,15,9,114
22931,2005,xc,2005-10-12,5000,1338,10,9,115
22931,2005,xc,2005-10-15,5000,1333,37,9,28
22931,2005,xc,2005-10-19,5000,1339,13,9,116
22931,2005,xc,2005-10-27,5000,1319,3,9,117
14434,2005,xc,2005-09-07,5000,1254,4,10,56
14434,2005,xc,2005-09-17,5000,1189,21,10,24
14434,2005,xc,2005-09-21,5000,1236,6,10,113
14434,2005,xc,2005-09-24,5000,1221,13,10,15
14434,2005,xc,2005-10-05,5000,1210,5,10,114
14434,2005,xc,2005-10-15,5000,1253,12,10,28
14434,2005,xc,2005-10-19,5000,1270,6,10,116
14434,2005,xc,2005-10-27,5000,1232,10,10,117
14434,2005,xc,2005-11-05,5000,1259,75,10,3
22875,2005,xc,2005-09-07,5000,1572,9,11,56
22875,2005,xc,2005-09-17,5000,1435,64,11,24
22875,2005,xc,2005-09-21,5000,1448,26,11,113
22875,2005,xc,2005-09-24,5000,1453,44,11,15
22875,2005,xc,2005-10-05,5000,1380,23,11,114
22875,2005,xc,2005-10-12,5000,1416,16,11,115
22875,2005,xc,2005-10-15,5000,1395,47,11,28
22875,2005,xc,2005-10-19,5000,1440,23,11,116
22875,2005,xc,2005-10-27,5000,1399,10,11,117
14433,2005,xc,2005-09-07,5000,1260,5,10,56
14433,2005,xc,2005-09-17,5000,1180,19,10,24
14433,2005,xc,2005-09-21,5000,1200,2,10,113
14433,2005,xc,2005-09-24,5000,1223,16,10,15
14433,2005,xc,2005-10-05,5000,1165,3,10,114
14433,2005,xc,2005-10-12,5000,1201,1,10,115
14433,2005,xc,2005-10-15,5000,1177.1,30,10,28
14433,2005,xc,2005-10-19,5000,1221,2,10,116
14433,2005,xc,2005-10-27,5000,1192,5,10,117
14433,2005,xc,2005-11-05,5000,1237,61,10,3
23262,2005,xc,2005-09-07,5000,1403,1,9,56
23262,2005,xc,2005-09-17,5000,1294,7,9,24
23262,2005,xc,2005-09-21,5000,1341,14,9,113
23262,2005,xc,2005-09-24,5000,1306,9,9,15
23262,2005,xc,2005-10-05,5000,1301,16,9,114
23262,2005,xc,2005-10-12,5000,1297,9,9,115
23262,2005,xc,2005-10-15,5000,1346,42,9,28
23262,2005,xc,2005-10-19,5000,1271,7,9,116
23262,2005,xc,2005-10-27,5000,1259,1,9,117
23262,2005,xc,2005-11-05,5000,1273,83,9,3
960,2005,xc,2005-09-07,5000,1273,7,11,56
960,2005,xc,2005-09-17,5000,1179.2,17,11,24
960,2005,xc,2005-09-21,5000,1221,4,11,113
960,2005,xc,2005-09-24,5000,1235,20,11,15
960,2005,xc,2005-10-15,5000,1264,16,11,28
960,2005,xc,2005-10-19,5000,1284,8,11,116
960,2005,xc,2005-10-27,5000,1246,15,11,117
960,2005,xc,2005-11-05,5000,1225,49,11,3
22876,2005,xc,2005-09-07,5000,1512,6,11,56
22876,2005,xc,2005-09-17,5000,1380,36,11,24
22876,2005,xc,2005-09-24,5000,1462,47,11,15
22876,2005,xc,2005-10-05,5000,1420,25,11,114
22876,2005,xc,2005-10-12,5000,1423,17,11,115
22876,2005,xc,2005-10-15,5000,1436,89,11,28
22876,2005,xc,2005-10-19,5000,1523,29,11,116
22876,2005,xc,2005-10-27,5000,1451,18,11,117
860,2005,xc,2005-09-07,5000,1381,18,12,56
860,2005,xc,2005-09-17,5000,1305,12,12,24
860,2005,xc,2005-09-21,5000,1300,12,12,113
860,2005,xc,2005-09-24,5000,1323,11,12,15
860,2005,xc,2005-10-12,5000,1271,7,12,115
860,2005,xc,2005-10-15,5000,1282.6,93,12,28
860,2005,xc,2005-10-19,5000,1288,9,12,116
860,2005,xc,2005-10-27,5000,1264,19,12,117
860,2005,xc,2005-11-05,5000,1296,105,12,3
973,2005,xc,2005-09-07,5000,1352,15,12,56
973,2005,xc,2005-09-17,5000,1334.5,86,12,24
973,2005,xc,2005-09-21,5000,1364,16,12,113
973,2005,xc,2005-09-24,5000,1387,28,12,15
973,2005,xc,2005-10-05,5000,1336,19,12,114
973,2005,xc,2005-10-12,5000,1396,14,12,115
973,2005,xc,2005-10-15,5000,1365,46,12,28
973,2005,xc,2005-10-19,5000,1410,20,12,116
973,2005,xc,2005-10-27,5000,1367,5,12,117
23261,2005,xc,2005-09-07,3000,893,7,9,56
23261,2005,xc,2005-09-21,5000,1486,28,9,113
23261,2005,xc,2005-09-24,5000,1503,60,9,15
23261,2005,xc,2005-10-05,5000,1436,26,9,114
23261,2005,xc,2005-10-12,5000,1439,19,9,115
23261,2005,xc,2005-10-15,5000,1447,94,9,28
23261,2005,xc,2005-10-19,5000,1470,25,9,116
23261,2005,xc,2005-10-27,5000,1439,15,9,117
16235,2005,xc,2005-09-07,5000,1246,2,10,56
16235,2005,xc,2005-09-17,5000,1159.4,8,10,24
16235,2005,xc,2005-09-21,5000,1217,3,10,113
16235,2005,xc,2005-09-24,5000,1185,6,10,15
16235,2005,xc,2005-10-05,5000,1154,1,10,114
16235,2005,xc,2005-10-12,5000,1201,1,10,115
16235,2005,xc,2005-10-15,5000,1145.2,19,10,28
16235,2005,xc,2005-10-19,5000,1215,1,10,116
16235,2005,xc,2005-10-27,5000,1166,2,10,117
16235,2005,xc,2005-11-05,5000,1172,20,10,3
22932,2005,xc,2005-09-07,5000,1605,11,12,56
22932,2005,xc,2005-09-17,5000,1506,86,12,24
22932,2005,xc,2005-09-21,5000,1492,29,12,113
22932,2005,xc,2005-09-24,5000,1531,68,12,15
22932,2005,xc,2005-10-27,5000,1528,25,12,117
22877,2005,xc,2005-09-07,5000,1432,3,10,56
22877,2005,xc,2005-09-17,5000,1341,20,10,24
22877,2005,xc,2005-09-21,5000,1345,15,10,113
22877,2005,xc,2005-09-24,5000,1381,25,10,15
22877,2005,xc,2005-10-05,5000,1290,14,10,114
22877,2005,xc,2005-10-12,5000,1281,8,10,115
22877,2005,xc,2005-10-15,5000,1273.2,90,10,28
22877,2005,xc,2005-10-19,5000,1355,14,10,116
22877,2005,xc,2005-10-27,5000,1293,2,10,117
22933,2005,xc,2005-09-07,5000,1283,8,10,56
22933,2005,xc,2005-09-17,5000,1218.8,35,10,24
22933,2005,xc,2005-09-21,5000,1244,8,10,113
22933,2005,xc,2005-09-24,5000,1268,30,10,15
22933,2005,xc,2005-10-05,5000,1223,6,10,114
22933,2005,xc,2005-10-12,5000,1236,4,10,115
22933,2005,xc,2005-10-15,5000,1222.1,55,10,28
22934,2005,xc,2005-09-07,5000,1403,2,9,56
22934,2005,xc,2005-09-17,5000,1282,5,9,24
22934,2005,xc,2005-09-21,5000,1274,11,9,113
22934,2005,xc,2005-09-24,5000,1291,36,9,15
22934,2005,xc,2005-10-05,5000,1233,8,9,114
22934,2005,xc,2005-10-12,5000,1254,5,9,115
22934,2005,xc,2005-10-15,5000,1211.6,50,9,28
22934,2005,xc,2005-10-19,5000,1255,5,9,116
22934,2005,xc,2005-10-27,5000,1239,13,9,117
22934,2005,xc,2005-11-05,5000,1255,70,9,3
22935,2005,xc,2005-09-07,3000,944,10,,56
22935,2005,xc,2005-09-17,5000,1550,99,,24
22935,2005,xc,2005-09-21,5000,1477,27,,113
86594,2006,xc,2006-08-30,5000,1404,,10,2841
86594,2006,xc,2006-09-06,5000,1322,24,10,1081
86594,2006,xc,2006-09-16,5000,1212.1,48,10,312
86594,2006,xc,2006-09-20,5000,1226,13,10,1082
86594,2006,xc,2006-09-27,5000,1201,13,10,519
86594,2006,xc,2006-09-30,5000,1133.4,12,10,381
86594,2006,xc,2006-10-11,5000,1106,2,10,1083
86594,2006,xc,2006-10-18,5000,1140,39,10,1084
86594,2006,xc,2006-10-26,5000,1122.2,22,10,1085
82753,2006,xc,2006-08-30,5000,1356,,,2841
82753,2006,xc,2006-09-06,5000,1298,15,,1081
82755,2006,xc,2006-08-30,5000,1300,,9,2841
82755,2006,xc,2006-09-06,5000,1294,17,9,1081
82755,2006,xc,2006-09-16,5000,1260.2,88,9,312
82755,2006,xc,2006-09-20,5000,1249,21,9,1082
82755,2006,xc,2006-09-27,5000,1182,8,9,519
82755,2006,xc,2006-09-30,5000,1227.7,69,9,381
82755,2006,xc,2006-10-11,5000,1195,22,9,1083
82755,2006,xc,2006-10-18,5000,1179,15,9,1084
82755,2006,xc,2006-10-26,5000,1143.3,32,9,1085
22937,2006,xc,2006-08-30,5000,1436,,11,2841
22937,2006,xc,2006-09-06,3000,915,9,11,1081
22937,2006,xc,2006-09-16,5000,1442.9,160,11,312
22937,2006,xc,2006-09-20,5000,1400,51,11,1082
22937,2006,xc,2006-09-27,5000,1443,59,11,519
22937,2006,xc,2006-09-30,5000,1318,98,11,381
22937,2006,xc,2006-10-11,5000,1405,79,11,1083
22937,2006,xc,2006-10-18,5000,1368,55,11,1084
22937,2006,xc,2006-10-26,5000,1355,99,11,1085
86595,2006,xc,2006-08-30,5000,1305,,9,2841
86595,2006,xc,2006-09-06,5000,1314,20,9,1081
86595,2006,xc,2006-09-16,5000,1254.5,82,9,312
86595,2006,xc,2006-09-20,5000,1252,22,9,1082
86595,2006,xc,2006-09-27,5000,1203,14,9,519
86595,2006,xc,2006-09-30,5000,1171.3,40,9,381
86595,2006,xc,2006-10-11,5000,1178,17,9,1083
86595,2006,xc,2006-10-18,5000,1150,8,9,1084
86595,2006,xc,2006-10-26,5000,1177.5,46,9,1085
22938,2006,xc,2006-08-30,5000,1081,,10,2841
22938,2006,xc,2006-09-06,5000,1141,20,10,1081
22938,2006,xc,2006-09-16,5000,1039.3,19,10,312
22938,2006,xc,2006-09-27,5000,1077,10,10,519
22938,2006,xc,2006-09-30,5000,1067.7,42,10,381
22938,2006,xc,2006-10-11,5000,1038,24,10,1083
22938,2006,xc,2006-10-18,5000,1047,18,10,1084
22938,2006,xc,2006-10-26,5000,1039.3,21,10,1085
1014,2006,xc,2006-08-30,5000,1172,,12,2841
1014,2006,xc,2006-09-06,5000,1214,31,12,1081
1014,2006,xc,2006-09-16,5000,1145.6,78,12,312
1014,2006,xc,2006-09-20,5000,1176,28,12,1082
1014,2006,xc,2006-09-27,5000,1131,27,12,519
1014,2006,xc,2006-09-30,5000,1110.1,5,12,381
1014,2006,xc,2006-10-11,5000,1117,53,12,1083
1014,2006,xc,2006-10-18,5000,1100,30,12,1084
1014,2006,xc,2006-10-26,5000,1121.2,21,12,1085
82758,2006,xc,2006-09-06,5000,1422,,9,1081
82758,2006,xc,2006-09-16,5000,1202.3,43,9,312
82758,2006,xc,2006-09-20,5000,1202,6,9,1082
82758,2006,xc,2006-09-27,5000,1179,6,9,519
82758,2006,xc,2006-09-30,5000,1137.6,15,9,381
82758,2006,xc,2006-10-26,5000,1137.9,31,9,1085
22940,2006,xc,2006-08-30,5000,1248,,10,2841
22940,2006,xc,2006-09-06,5000,1267,11,10,1081
22940,2006,xc,2006-09-16,5000,1185.4,34,10,312
22940,2006,xc,2006-09-20,5000,1202,5,10,1082
22940,2006,xc,2006-09-27,5000,1178,5,10,519
22940,2006,xc,2006-09-30,5000,1135.5,14,10,381
22940,2006,xc,2006-10-11,5000,1129,6,10,1083
22940,2006,xc,2006-10-18,5000,1133,6,10,1084
22940,2006,xc,2006-10-26,5000,1133.4,29,10,1085
23260,2006,xc,2006-08-30,5000,1339,,11,2841
23260,2006,xc,2006-09-06,5000,1338,28,11,1081
23260,2006,xc,2006-09-16,5000,1214.7,50,11,312
23260,2006,xc,2006-09-20,3000,900,4,11,1082
23260,2006,xc,2006-09-27,5000,1308,38,11,519
23260,2006,xc,2006-09-30,5000,1216.7,60,11,381
23260,2006,xc,2006-10-11,5000,1207,26,11,1083
23260,2006,xc,2006-10-18,5000,1164,11,11,1084
23260,2006,xc,2006-10-26,5000,1182.6,50,11,1085
1018,2006,xc,2006-08-30,5000,1418,,12,2841
1018,2006,xc,2006-09-06,5000,1424,42,12,1081
1018,2006,xc,2006-09-16,5000,1277.3,98,12,312
1018,2006,xc,2006-09-20,5000,1272,27,12,1082
1018,2006,xc,2006-09-27,5000,1261,23,12,519
1018,2006,xc,2006-09-30,5000,1245.2,81,12,381
1018,2006,xc,2006-10-11,5000,1225,32,12,1083
1018,2006,xc,2006-10-18,5000,1201,21,12,1084
1018,2006,xc,2006-10-26,5000,1188,58,12,1085
14340,2006,xc,2006-09-06,5000,1256,34,11,1081
14340,2006,xc,2006-09-16,5000,1159.6,83,11,312
14340,2006,xc,2006-09-20,5000,1172,27,11,1082
14340,2006,xc,2006-09-27,5000,1127,21,11,519
14340,2006,xc,2006-09-30,5000,1123.7,72,11,381
14340,2006,xc,2006-10-11,5000,1071,40,11,1083
14340,2006,xc,2006-10-18,5000,1067,23,11,1084
14340,2006,xc,2006-10-26,5000,1082.6,36,11,1085
22942,2006,xc,2006-08-30,5000,1173,,12,2841
22942,2006,xc,2006-09-06,5000,1211,30,12,1081
22942,2006,xc,2006-09-20,5000,1181,29,12,1082
22942,2006,xc,2006-09-27,5000,1130,25,12,519
22942,2006,xc,2006-09-30,5000,1104.8,62,12,381
22942,2006,xc,2006-10-11,5000,1071,42,12,1083
22942,2006,xc,2006-10-18,5000,1110,32,12,1084
22942,2006,xc,2006-10-26,5000,1119.6,41,12,1085
14355,2006,xc,2006-08-30,5000,1252,,11,2841
14355,2006,xc,2006-09-06,5000,1264,10,11,1081
